Frequency (MHz),Full_Info
13.73,2130-1500       CHN CNR1 Jammer/Firedrake    M   FE
13.73,"1800-1900 Tu,Th D   Music 4 Joy DIGITAL          EAf         n"
13.73,0000-0100       TWN Sound of Hope            M   FE
13.73,0100-0200       TWN Sound of Hope            M   FE
13.73,0200-1200       TWN Sound of Hope            M   FE
13.73,1200-1300       TWN Sound of Hope            M   FE
13.73,1300-1400       TWN Sound of Hope            M   FE
13.73,1400-1500       TWN Sound of Hope            M   FE
13.73,2130-2200       TWN Sound of Hope            M   FE
13.73,2200-2300       TWN Sound of Hope            M   FE
13.73,2300-2400       TWN Sound of Hope            M   FE
13.74,0100-0300       CHN China Radio Int.         S   SAm         ka
13.74,2300-0100       CHN China Radio Int.         S   SAm         ka
13.74,0600-0630       F   Radio France Int.        HA  WAf         i
13.74,2000-2200 irr   F   TDF DIGITAL              F   NEu         i
13.74,1330-1400       G   BBC                      BR  SEA         /UZB
13.74,1630-1700 Mo-Fr G   BBC                      KNK EAf         /UAE
13.74,1400-1500       ROU Radio Romania Int.       D   WEu         t
13.75,0000-0100       CHN China Radio Int.         E   FE          b
13.75,2030-2230       CHN China Radio Int.         F   SEu         u
13.75,1700-1800       ROU Radio Romania DIGITAL    E   WEu         t
13.76,1100-1200       CHN China Radio Int.         M   SAs         ka
13.76,1200-1300       CHN China Radio Int.         M   SAs         ka
13.76,1300-1400       CHN China Radio Int.         E   SAs         ka
13.76,1500-1600       CHN China Radio Int.         M   Eu          ka
13.76,1600-1700       CHN China Radio Int.         E   Eu          ka
13.76,1700-1800       CHN China Radio Int.         E   Eu          ka
13.76,1800-1900       CHN China Radio Int.         E   Eu          ka
13.76,0300-0400       KRE Voice of Korea           S   LAm         u
13.76,0400-0500       KRE Voice of Korea           E   LAm         u
13.76,0500-0600       KRE Voice of Korea           S   LAm         u
13.76,0600-0700       KRE Voice of Korea           F   LAm         u
13.76,0700-0900       KRE Voice of Korea           R   Eu          u
13.76,1300-1400       KRE Voice of Korea           E   Eu          u
13.76,1400-1500       KRE Voice of Korea           F   Eu          u
13.76,1500-1600       KRE Voice of Korea           E   Eu          u
13.76,1600-1700       KRE Voice of Korea           F   Eu          u
13.76,1700-1750       KRE Voice of Korea KCBS      K   Eu          u
13.76,1800-1900       KRE Voice of Korea           E   Eu          u
13.76,1900-2000       KRE Voice of Korea           S   Eu          u
13.76,2000-2100       KRE Voice of Korea           F   Eu          u
13.76,2100-2200       KRE Voice of Korea           E   Eu          u
13.76,2200-2300       KRE Voice of Korea           S   Eu          u
13.76,2300-2350       KRE Voice of Korea KCBS      K   Eu          u
13.76,0200-0400       MDG MWV New Life Station     E   IND         m
13.77,0000-0100       CHN China Radio Int.         VN  SEA         x
13.77,2300-2400       CHN China Radio Int.         VN  SEA         x
13.77,0100-1100       CHN CNR 7 Greater Bay Area   CA  CHN         ka
13.77,1100-1805       CHN CNR 7 Greater Bay Area   CA  CHN         ka
13.77,1900-2000 irr   F   TDF DIGITAL              F   NEu         i
13.78,0000-0100       TWN Sound of Hope            M   FE
13.78,0100-0200       TWN Sound of Hope            M   FE
13.78,0200-1200       TWN Sound of Hope            M   FE
13.78,1200-1300       TWN Sound of Hope            M   FE
13.78,1300-1400       TWN Sound of Hope            M   FE
13.78,1400-1500       TWN Sound of Hope            M   FE
13.78,2130-2200       TWN Sound of Hope            M   FE
13.78,2200-2300       TWN Sound of Hope            M   FE
13.78,2300-2400       TWN Sound of Hope            M   FE
13.78,0130-0230       CHN China Radio Int.         NE  FE          k
13.78,0230-0330       CHN China Radio Int.         NE  FE          k
13.78,1300-1500       CUB Radio Habana Cuba        S   Car         b
13.78,2130-2200       CUB Radio Habana Cuba        S   Car         b
13.78,2200-2300       CUB Radio Habana Cuba        S   Car         b
13.78,2300-2400       CUB Radio Habana Cuba        S   Car         b
13.78,1900-2100       J   NHK Radio Japan          J   CAf         /F-i
13.79,1600-1800       CHN China Radio Int.         A   NAf         ka
13.79,0000-1000       CHN CNR1 DIGITAL             M   CHN         qq
13.79,2130-1600       CHN CNR1 Jammer/Firedrake    M   FE
13.79,0400-0430 Mo-Fr G   BBC                      SO  EAf         /MDG
13.79,1800-1830       G   BBC                      F   CAf         /MDG
13.79,0000-0100       TWN Sound of Hope            M   FE
13.79,0100-0200       TWN Sound of Hope            M   FE
13.79,0200-1200       TWN Sound of Hope            M   FE
13.79,1200-1300       TWN Sound of Hope            M   FE
13.79,1300-1400       TWN Sound of Hope            M   FE
13.79,1400-1500       TWN Sound of Hope            M   FE
13.79,2130-2200       TWN Sound of Hope            M   FE
13.79,2200-2300       TWN Sound of Hope            M   FE
13.79,2300-2400       TWN Sound of Hope            M   FE
13.79,1230-1330       CHN China Radio Int.         ML  SEA         k
13.8,0900-1000       CHN China Radio Int.         E   Oc          k
13.8,1802-1902 Mo-Fr SWZ Trans World Radio        A   EAf
13.81,1200-1400       CHN China Radio Int.         M   EAf         ka
13.81,1800-2000       CHN China Radio Int.         D   WEu         ka
13.81,0400-1100       CHN CNR1 DIGITAL             M   FE          k
13.81,0600-0629       G   BBC                      F   NAf         w
13.82,0100-0900       CHN CNR1 DIGITAL             M   FE          b
13.82,1000-1030       CHN CNR1 Jammer/Firedrake    M   FE          u
13.82,1200-1300       CLA Mizzima Radio            BR  SEA         /UZB
13.82,2200-2400       G   BBC                      E   SEA         /OMA-a
13.82,1000-1030       TWN Radio Taiwan Int.        CA  SEA         p
13.82,1030-1100       TWN Radio Taiwan Int.        HK  SEA         p
13.83,1530-1600       CVA Radio Vaticana           AH  EAf
13.83,1600-1615 Sa    CVA Radio Vaticana           SWA EAf
13.83,1600-1630 Su    CVA Radio Vaticana           SWA EAf         /MDG
13.83,1600-1630 Mo    CVA Radio Vaticana           SWA EAf
13.83,1615-1630 Sa    CVA Radio Vaticana           SO  EAf
13.83,1630-1700       CVA Radio Vaticana           E   EAf         /MDG
13.83,1700-1730       CVA Radio Vaticana           F   CAf
13.83,1730-1800       CVA Radio Vaticana           TIG EAf
13.83,1840-1900 Su    CVA Radio Vaticana           Ros Af
13.84,1000-1200       CHN CNR1 DIGITAL             M   CHN         qq
13.84,1900-2000 Su    TWN Radio Taiwan Int.        F   WAf         /F-i
13.84,2130-1400       CHN CNR1 Jammer/Firedrake    M   FE
13.84,1859-2058 Su-Fr NZL RNZ Pacific DIGITAL      E   Oc          r
13.84,1940-1950 Su-Th NZL RNZ Pacific DIGITAL      TO  Oc          r
13.84,0000-0100       TWN Sound of Hope            M   FE
13.84,0100-0200       TWN Sound of Hope            M   FE
13.84,0200-1200       TWN Sound of Hope            M   FE
13.84,1200-1300       TWN Sound of Hope            M   FE
13.84,1300-1400       TWN Sound of Hope            M   FE
13.84,2130-2200       TWN Sound of Hope            M   FE
13.84,2200-2300       TWN Sound of Hope            M   FE
13.84,2300-2400       TWN Sound of Hope            M   FE
13.85,"1200-2400       USA WWCR 3 Nashville, TN     E   NAm         n"
13.85,"1300-1330 Su    USA WWCR 3 Nashville, TN     L   NAm         n"
13.85,"1600-1700 Sa    USA WWCR 3 Nashville, TN     S   NAm         n"
13.85,0900-1100       CHN China Radio Int.         M   SEA         b
13.85,0300-0330       G   BBC                      PS  AFG         /OMA-a
13.86,1900-0100       ALG Ifrikya FM               A   WAf         o
13.86,1100-1200       CHN China Radio Int.         R   Sib         b
13.86,1500-1600       CHN China Radio Int.         R   EEu         s
13.86,0700-0900       J   NHK Radio Japan          J   SAm         y
13.86,1900-2000       ROU Radio Romania Int.       S   E           t
13.87,0000-2400       HOL Radio Piepzender         NL  Eu          zw
13.87,1630-1730       CHN China Radio Int.         HA  NIG         ka
13.87,2130-1500       CHN CNR1 Jammer/Firedrake    M   CHN
13.87,0100-0130 Mo-Fr PHL FEBC Manila              BR  SEA         b
13.87,0130-0145 Fr-Su PHL FEBC Manila              SHT SEA         b
13.87,1000-1030 Mo-Fr PHL FEBC Manila              SHA SEA         b
13.87,1030-1100 Mo-Fr PHL FEBC Manila              MIE SEA         b
13.87,1100-1300       PHL FEBC Manila              KH  SEA         b
13.87,0000-0100       TWN Sound of Hope            M   FE
13.87,0100-0200       TWN Sound of Hope            M   FE
13.87,0200-1200       TWN Sound of Hope            M   FE
13.87,1200-1300       TWN Sound of Hope            M   FE
13.87,1300-1400       TWN Sound of Hope            M   FE
13.87,1400-1500       TWN Sound of Hope            M   FE
13.87,2130-2200       TWN Sound of Hope            M   FE
13.87,2200-2300       TWN Sound of Hope            M   FE
13.87,2300-2400       TWN Sound of Hope            M   FE
13.88,0430-0545       D   DWD Pinneberg Met Fax        Eu          pi
13.88,0638-1155       D   DWD Pinneberg Met Fax        Eu          pi
13.88,1236-1551       D   DWD Pinneberg Met Fax        Eu          pi
13.88,1636-1655       D   DWD Pinneberg Met Fax        Eu          pi
13.88,1800-1947       D   DWD Pinneberg Met Fax        Eu          pi
13.88,2035-2300       D   DWD Pinneberg Met Fax        Eu          pi
13.89,2200-1700       CHN CNR1 Jammer/Firedrake    M   CHN
13.89,0000-0100       TWN Sound of Hope            M   FE
13.89,0100-0200       TWN Sound of Hope            M   FE
13.89,0200-1200       TWN Sound of Hope            M   FE
13.89,1200-1300       TWN Sound of Hope            M   FE
13.89,1300-1400       TWN Sound of Hope            M   FE
13.89,1400-1500       TWN Sound of Hope            M   FE
13.89,1500-1600       TWN Sound of Hope            M   FE
13.89,1600-1700       TWN Sound of Hope            M   FE
13.89,2200-2300       TWN Sound of Hope            M   FE
13.89,2300-2400       TWN Sound of Hope            M   FE
13.92,0015-0215       AUS VMC Charleville Met Fax      Oc          c
13.92,0245-0330       AUS VMC Charleville Met Fax      Oc          c
13.92,0400-0500       AUS VMC Charleville Met Fax      Oc          c
13.92,0600-0855       AUS VMC Charleville Met Fax      Oc          c
13.92,0900-0955       AUS VMC Charleville Met Fax      Oc          c
13.92,1015-1715       AUS VMC Charleville Met Fax      Oc          c
13.92,1800-1845       AUS VMC Charleville Met Fax      Oc          c
13.92,1915-2045       AUS VMC Charleville Met Fax      Oc          c
13.92,2215-2400       AUS VMC Charleville Met Fax      Oc          c
13.92,2200-1500       CHN CNR1 Jammer/Firedrake    M   CHN         xz
13.92,0000-0100       TWN Sound of Hope            M   FE
13.92,0100-0200       TWN Sound of Hope            M   FE
13.92,0200-1200       TWN Sound of Hope            M   FE
13.92,1200-1300       TWN Sound of Hope            M   FE
13.92,1300-1400       TWN Sound of Hope            M   FE
13.92,1400-1500       TWN Sound of Hope            M   FE
13.92,2200-2300       TWN Sound of Hope            M   FE
13.92,2300-2400       TWN Sound of Hope            M   FE
13.96,2130-1500       CHN CNR1 Jammer/Firedrake    M   FE
13.96,0000-0100       TWN Sound of Hope            M   FE
13.96,0100-0200       TWN Sound of Hope            M   FE
13.96,0200-1200       TWN Sound of Hope            M   FE
13.96,1200-1300       TWN Sound of Hope            M   FE
13.96,1300-1400       TWN Sound of Hope            M   FE
13.96,1400-1500       TWN Sound of Hope            M   FE
13.96,2130-2200       TWN Sound of Hope            M   FE
13.96,2200-2300       TWN Sound of Hope            M   FE
13.96,2300-2400       TWN Sound of Hope            M   FE
13.97,0200-0300       TWN Star-Star Bc.Station     M   CHN         y
13.97,0300-0400       TWN Star-Star Bc.Station     M   CHN         y
13.97,1100-1200       TWN Star-Star Bc.Station     M   CHN         y
13.97,1200-1300       TWN Star-Star Bc.Station     M   CHN         y
13.98,2300-1500       CHN CNR1 Jammer/Firedrake    M   FE
13.98,0000-0100       TWN Sound of Hope            M   FE
13.98,0100-0200       TWN Sound of Hope            M   FE
13.98,0200-1200       TWN Sound of Hope            M   FE
13.98,1200-1300       TWN Sound of Hope            M   FE
13.98,1300-1400       TWN Sound of Hope            M   FE
13.98,1400-1500       TWN Sound of Hope            M   FE
13.98,2300-2400       TWN Sound of Hope            M   FE
13.99,0000-2400       J   JMH Japan Meteo Fax          FE          k
14.17,0000-0100 Su    AUS VK2WI News Broadcast     E   AUS         du
14.17,0930-1000 Su    AUS VK2WI News Broadcast     E   AUS         du
14.34,2200-2212 Fr-Su ATA LU1ZV LRA36 Bulletin     S   ATA         e
14.34,2300-2312 Fr-Su ATA LU1ZV LRA36 Bulletin     E   ATA         e
14.37,0000-2400       CHN BAF Beijing Meteo Fax        FE          bm
14.37,2300-1500       CHN CNR1 Jammer/Firedrake    M   CHN
14.37,0500-0510 Th    RUS E06 Russian Spy Numbers  E   RUS         xx
14.37,0000-0100       TWN Sound of Hope            M   FE
14.37,0100-0200       TWN Sound of Hope            M   FE
14.37,0200-1200       TWN Sound of Hope            M   FE
14.37,1200-1300       TWN Sound of Hope            M   FE
14.37,1300-1400       TWN Sound of Hope            M   FE
14.37,1400-1500       TWN Sound of Hope            M   FE
14.37,2300-2400       TWN Sound of Hope            M   FE
14.43,2100-1700       CHN CNR1 Jammer/Firedrake    M   CHN
14.43,0000-0100       TWN Sound of Hope            M   FE
14.43,0100-0200       TWN Sound of Hope            M   FE
14.43,0200-1200       TWN Sound of Hope            M   FE
14.43,1200-1300       TWN Sound of Hope            M   FE
14.43,1300-1400       TWN Sound of Hope            M   FE
14.43,1400-1500       TWN Sound of Hope            M   FE
14.43,1500-1600       TWN Sound of Hope            M   FE
14.43,1600-1700       TWN Sound of Hope            M   FE
14.43,2100-2130       TWN Sound of Hope            M   FE
14.43,2130-2200       TWN Sound of Hope            M   FE
14.43,2200-2300       TWN Sound of Hope            M   FE
14.43,2300-2400       TWN Sound of Hope            M   FE
14.43,0240-0250 Su    RUS V07 Russian Spy Numbers  S   FE          kh
14.47,0000-2400       D   DWD 2 Pinneberg RTTY     E   Eu          pi
14.48,0310-0320 Mo    RUS E06 Russian Spy Numbers  E   RUS         c
14.56,2200-1500       CHN CNR1 Jammer/Firedrake    M   CHN
14.56,0000-0100       TWN Sound of Hope            M   FE
14.56,0100-0200       TWN Sound of Hope            M   FE
14.56,0200-1200       TWN Sound of Hope            M   FE
14.56,1200-1300       TWN Sound of Hope            M   FE
